Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,M6,X,10.8,7.6,9.4,30.0,221.0
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6.0,A6,X,15.0,10.4,13.0,22.0,304.0
LEXUS,IS 350 AWD,COMPACT,3.5,6.0,AS6,Z,12.6,9.1,11.0,26.0,253.0
LEXUS,IS 250 C,SUBCOMPACT,2.5,6.0,AS6,Z,11.2,7.8,9.7,29.0,223.0
KIA,RIO,COMPACT,1.6,4.0,AV,X,7.2,5.9,6.6,43.0,151.0
CADILLAC,CTS-V,MID-SIZE,6.2,8.0,AS8,Z,16.6,11.1,14.1,20.0,332.0
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4.0,AV6,X,9.6,7.3,8.6,33.0,198.0
BMW,230I XDRIVE COUPE,SUBCOMPACT,2.0,4.0,AS8,Z,10.9,7.5,9.4,30.0,219.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,M5,X,7.6,5.9,6.8,42.0,160.0
BMW,X1 XDRIVE28I,SUV - SMALL,2.0,4.0,AS8,Z,10.3,7.7,9.1,31.0,213.0
LEXUS,LC 500,SUBCOMPACT,5.0,8.0,AS10,Z,15.1,9.5,12.6,22.0,294.0
ASTON MARTIN,VANQUISH ZAGATO,MINICOMPACT,6.0,12.0,A8,Z,17.5,11.4,14.7,19.0,346.0
KIA,FORTE KOUP,COMPACT,2.0,4.0,M6,X,9.8,7.2,8.6,33.0,198.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,E,17.6,12.0,15.0,19.0,248.0
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6.0,M6,Z,11.9,8.6,10.4,27.0,245.0
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4.0,AS7,Z,10.0,7.5,8.9,32.0,205.0
HYUNDAI,SONATA,FULL-SIZE,2.4,4.0,AS6,X,9.4,6.7,8.2,34.0,194.0
LAND ROVER,RANGE ROVER 5.0 SUPERCHARGED LWB,SUV - STANDARD,5.0,8.0,AS8,Z,14.4,11.3,13.0,22.0,305.0
DODGE,CHALLENGER,MID-SIZE,5.7,8.0,M6,Z,15.6,10.1,13.1,22.0,307.0
LEXUS,LS 460 AWD,MID-SIZE,4.6,8.0,AS8,Z,15.2,10.2,12.9,22.0,297.0
VOLKSWAGEN,BEETLE DUNE,COMPACT,2.0,4.0,AS6,X,9.1,6.9,8.1,35.0,189.0
BUICK,ENCORE AWD,SUV - SMALL,1.4,4.0,AS6,X,10.2,8.0,9.2,31.0,212.0
HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8.0,AS8,Z,17.3,10.5,14.2,20.0,332.0
JEEP,PATRIOT,SUV - SMALL,2.4,4.0,M5,X,10.3,8.3,9.4,30.0,216.0
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4.0,AV7,Z,9.4,7.8,8.7,32.0,205.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,12.9,10.2,11.7,24.0,274.0
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8.0,A6,X,15.3,10.9,13.3,21.0,312.0
GMC,TERRAIN,SUV - SMALL,3.6,6.0,A6,X,14.2,9.5,12.1,23.0,278.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,18.0,14.2,16.3,17.0,383.0
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6.0,AM7,Z,12.6,9.9,11.4,25.0,266.0
CADILLAC,ATS AWD,COMPACT,2.0,4.0,AS8,Z,10.8,7.9,9.5,30.0,222.0
CADILLAC,CTS VSPORT,MID-SIZE,3.6,6.0,AS8,Z,15.0,9.9,12.7,22.0,311.0
MAZDA,CX-3 4WD,COMPACT,2.0,4.0,AS6,X,8.8,7.5,8.2,34.0,192.0
HONDA,ODYSSEY,MINIVAN,3.5,6.0,AS9,X,12.6,8.4,10.7,26.0,252.0
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,AS6,X,9.5,7.8,8.7,32.0,206.0
BMW,440I XDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,Z,11.4,7.6,9.7,29.0,228.0
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8.0,A6,X,15.7,10.5,13.4,21.0,314.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,E,20.2,15.3,18.0,16.0,288.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AM6,X,9.8,7.0,8.6,33.0,201.0
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6.0,M7,Z,12.4,8.6,10.7,26.0,246.0
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4.0,AS8,X,9.8,6.6,8.4,34.0,193.0
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8.0,AS7,Z,15.2,11.0,13.3,21.0,310.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,X,12.8,8.7,11.0,26.0,258.0
MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4.0,M6,Z,10.3,7.4,9.0,31.0,210.0
TOYOTA,COROLLA HATCHBACK,COMPACT,2.0,4.0,AV10,X,7.5,5.8,6.7,42.0,157.0
KIA,SORENTO AWD,SUV - SMALL,2.0,4.0,AS6,X,12.3,9.4,11.0,26.0,259.0
CHRYSLER,200 FFV,MID-SIZE,2.4,4.0,A9,E,13.9,8.9,11.7,24.0,192.0
JAGUAR,XF 30T AWD,MID-SIZE,2.0,4.0,AS8,Z,10.6,7.6,9.2,31.0,217.0
GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6.0,A4,X,17.1,12.7,15.1,19.0,347.0
LEXUS,ES 350,MID-SIZE,3.5,6.0,AS6,X,11.4,7.7,9.7,29.0,226.0
LINCOLN,MKZ,MID-SIZE,2.0,4.0,AS6,X,11.2,7.6,9.8,29.0,230.0
HONDA,ACCORD,MID-SIZE,2.4,4.0,AV7,X,9.2,6.9,8.2,34.0,190.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,14.3,10.5,12.6,22.0,295.0
INFINITI,Q50,MID-SIZE,3.7,6.0,AS7,Z,12.0,8.0,10.2,28.0,235.0
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4.0,A9,Z,11.3,8.1,9.9,29.0,231.0
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4.0,M5,X,8.5,6.9,7.8,36.0,183.0
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8.0,A5,X,18.4,13.3,16.1,18.0,370.0
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6.0,A6,X,14.5,10.0,12.4,23.0,292.0
LAND ROVER,RANGE ROVER VELAR,SUV - SMALL,2.0,4.0,AS8,D,9.2,7.8,8.5,33.0,229.0
GMC,ACADIA AWD,SUV - STANDARD,3.6,6.0,A6,X,13.5,9.5,11.7,24.0,275.0
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4.0,AS6,X,12.2,8.6,10.6,27.0,244.0
TOYOTA,C-HR,COMPACT,2.0,4.0,AV7,X,8.7,7.5,8.2,34.0,189.0
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,E,16.1,11.8,14.2,20.0,233.0
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,11.9,8.9,10.5,27.0,247.0
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,MID-SIZE,2.0,4.0,M6,Z,11.3,7.8,9.7,29.0,228.0
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4.0,AS7,Z,10.3,7.2,8.9,32.0,205.0
MERCEDES-BENZ,AMG S 63 4MATIC COUPE,COMPACT,4.0,8.0,A9,Z,14.0,8.7,11.6,24.0,271.0
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4.0,AS8,Z,10.6,7.6,9.3,30.0,216.0
BMW,435I XDRIVE COUPE,COMPACT,3.0,6.0,AS8,Z,11.9,7.8,10.0,28.0,230.0
BMW,M240I XDRIVE COUPE M PERFORMANCE,SUBCOMPACT,3.0,6.0,AS8,Z,11.3,8.0,9.8,29.0,229.0
FORD,ESCAPE,SUV - SMALL,1.6,4.0,AS6,X,10.4,7.4,9.1,31.0,209.0
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6.0,A9,Z,12.8,8.5,10.9,26.0,255.0
BMW,435I COUPE,COMPACT,3.0,6.0,A8,Z,11.4,7.3,9.6,29.0,221.0
BMW,M2,SUBCOMPACT,3.0,6.0,M6,Z,12.7,9.2,11.1,25.0,260.0
KIA,CADENZA,FULL-SIZE,3.3,6.0,A6,X,12.7,8.8,10.9,26.0,251.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4.0,A9,E,16.3,11.3,14.0,20.0,231.0
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6.0,A6,X,14.6,10.2,12.6,22.0,290.0
JAGUAR,F-PACE SVR,SUV - SMALL,5.0,8.0,AS8,Z,14.5,11.0,12.9,22.0,303.0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,203.0
CADILLAC,ATS AWD,COMPACT,2.0,4.0,AS6,Z,11.5,8.5,10.2,28.0,235.0
VOLKSWAGEN,JETTA TDI (MODIFIED),COMPACT,2.0,4.0,AM6,D,7.6,5.2,6.5,43.0,175.0
TOYOTA,CAMRY,MID-SIZE,3.5,6.0,AS6,X,11.0,7.7,9.5,30.0,218.0
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4.0,A6,X,10.5,7.3,9.1,31.0,209.0
KIA,FORTE KOUP,COMPACT,2.0,4.0,AS6,X,9.7,7.1,8.6,33.0,198.0
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6.0,A8,X,14.0,9.9,12.2,23.0,286.0
FORD,F-150 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,14.7,11.2,13.1,22.0,308.0
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4.0,M6,Z,11.4,7.8,9.7,29.0,227.0
BUICK,LACROSSE AWD,MID-SIZE,3.6,6.0,AS6,E,18.6,12.6,15.9,18.0,254.0
NISSAN,370Z,TWO-SEATER,3.7,6.0,M6,Z,13.3,9.3,11.5,25.0,269.0
MINI,COOPER S COUPE,TWO-SEATER,1.6,4.0,M6,Z,9.1,6.8,8.1,35.0,186.0
ACURA,TSX,COMPACT,3.5,6.0,AS5,Z,12.1,8.3,10.4,27.0,239.0
CADILLAC,CT6,FULL-SIZE,2.0,4.0,AS8,Z,11.0,7.8,9.5,30.0,224.0
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6.0,AM7,Z,11.7,8.5,10.2,28.0,240.0
MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6.0,A9,Z,11.8,8.5,10.3,27.0,241.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,M5,X,10.2,8.2,9.3,30.0,214.0
BMW,M6,COMPACT,4.4,8.0,AM7,Z,17.3,11.5,14.7,19.0,344.0
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8.0,A5,X,15.8,9.2,12.8,22.0,294.0
INFINITI,Q70,MID-SIZE,3.7,6.0,AS7,Z,12.8,8.9,11.0,26.0,253.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A5,E,18.9,12.7,16.1,18.0,268.0
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6.0,AS6,X,14.5,9.8,12.3,23.0,289.0
CHEVROLET,CAMARO SS,COMPACT,6.2,8.0,M6,Z,14.3,9.4,12.1,23.0,284.0
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,9.7,9.0,9.4,30.0,220.0
KIA,FORTE 5,FULL-SIZE,2.0,4.0,M6,X,9.7,6.9,8.4,34.0,193.0
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4.0,AS6,X,11.6,8.5,10.2,28.0,235.0
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8.0,M6,Z,16.8,10.4,13.9,20.0,326.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,E,21.5,15.1,18.6,15.0,305.0
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8.0,AS7,Z,19.0,16.5,17.9,16.0,401.0
GENESIS,G90 AWD,FULL-SIZE,5.0,8.0,AS8,Z,15.4,10.2,13.1,22.0,311.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,12.2,9.3,10.9,26.0,256.0
HONDA,CIVIC SEDAN SI,MID-SIZE,1.5,4.0,M6,Z,8.4,6.2,7.4,38.0,173.0
BMW,X4 XDRIVE28I,SUV - SMALL,2.0,4.0,AS8,Z,11.7,8.4,10.2,28.0,238.0
BMW,328I XDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,A8,Z,10.6,7.2,9.1,31.0,209.0
NISSAN,VERSA,MID-SIZE,1.6,4.0,AV,X,7.6,6.2,7.0,40.0,164.0
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4.0,M6,Z,8.9,7.5,8.3,34.0,191.0
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,E,24.5,18.0,21.6,13.0,346.0
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6.0,M6,Z,14.3,9.8,12.3,23.0,283.0
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,8.9,6.5,7.8,36.0,183.0
FIAT,500L,STATION WAGON - SMALL,1.4,4.0,A6,X,10.7,7.9,9.4,30.0,221.0
LEXUS,ES 350,MID-SIZE,3.5,6.0,AS8,X,10.7,7.2,9.1,31.0,213.0
BMW,M4 CS,COMPACT,3.0,6.0,AM7,Z,14.3,10.4,12.6,22.0,294.0
CADILLAC,XTS,FULL-SIZE,3.6,6.0,AS6,X,13.6,8.6,11.3,25.0,263.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6.0,A9,X,12.8,9.0,11.1,25.0,259.0
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4.0,A7,Z,12.3,10.3,11.4,25.0,268.0
INFINITI,Q50 HYBRID,COMPACT,3.5,6.0,AS7,Z,8.2,6.7,7.5,38.0,172.0
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6.0,A6,E,19.7,13.3,16.8,17.0,279.0
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,X,15.0,11.2,13.3,21.0,312.0
BMW,X7 XDRIVE40I,SUV - STANDARD,3.0,6.0,AS8,Z,12.0,9.4,10.8,26.0,254.0
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8.0,AS7,Z,14.5,10.1,12.5,23.0,288.0
DODGE,JOURNEY,SUV - SMALL,2.4,4.0,A4,X,12.7,9.1,11.1,25.0,260.0
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6.0,AS6,E,17.0,11.7,14.6,19.0,240.0
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4.0,M6,X,9.4,7.0,8.3,34.0,197.0
NISSAN,SENTRA,MID-SIZE,1.8,4.0,AV,X,8.1,6.3,7.3,39.0,172.0
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4.0,AV,X,5.7,6.0,5.8,49.0,133.0
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,AV,X,8.2,6.2,7.3,39.0,171.0
TOYOTA,CAMRY XSE,MID-SIZE,3.5,6.0,AS8,X,10.7,7.4,9.2,31.0,215.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,13.2,9.7,11.6,24.0,272.0
BMW,530I XDRIVE,MID-SIZE,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213.0
GMC,ACADIA,SUV - STANDARD,2.5,4.0,A6,X,11.1,9.2,10.2,28.0,237.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4.0,AS8,X,9.2,7.1,8.2,34.0,194.0
HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4.0,AV7,Z,8.0,6.6,7.4,38.0,172.0
AUDI,Q3,COMPACT,2.0,4.0,AS6,Z,12.0,8.2,10.3,27.0,237.0
AUDI,S6,MID-SIZE,4.0,8.0,AM7,Z,13.3,8.8,11.3,25.0,263.0
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12.0,AM7,Z,26.3,15.6,21.5,13.0,487.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6.0,AS6,X,12.6,10.0,11.4,25.0,268.0
AUDI,TTS ROADSTER QUATTRO,TWO-SEATER,2.0,4.0,A6,Z,11.5,8.8,10.3,27.0,237.0
HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6.0,M6,Z,14.1,9.6,12.1,23.0,283.0
INFINITI,Q50 AWD,MID-SIZE,2.0,4.0,AS7,Z,10.6,8.4,9.6,29.0,226.0
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.7,13.1,22.0,301.0
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4.0,AV,X,4.8,5.5,5.1,55.0,121.0
MITSUBISHI,MIRAGE,COMPACT,1.2,3.0,M5,X,7.0,5.6,6.4,44.0,147.0
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4.0,M6,X,9.4,6.6,8.1,35.0,190.0
FORD,EXPLORER AWD,SUV - STANDARD,2.3,4.0,AS6,X,13.1,9.2,11.4,25.0,267.0
LAMBORGHINI,HURACAN AWD,TWO-SEATER,5.2,10.0,AM7,Z,17.2,12.2,15.0,19.0,349.0
HONDA,PILOT AWD,SUV - SMALL,3.5,6.0,A5,X,13.9,9.7,12.0,24.0,276.0
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4.0,AS8,Z,10.8,7.6,9.3,30.0,218.0
DODGE,DART GT,MID-SIZE,2.4,4.0,A6,X,10.6,7.5,9.2,31.0,212.0
MERCEDES-BENZ,S 65 AMG COUPE,COMPACT,6.0,12.0,AS7,Z,18.0,11.3,15.0,19.0,345.0
JAGUAR,XE 35T AWD,COMPACT,3.0,6.0,AS8,Z,11.8,8.2,10.2,28.0,238.0
AUDI,S6,MID-SIZE,4.0,8.0,AM7,Z,14.0,8.7,11.7,24.0,269.0
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,A5,X,14.7,11.7,13.4,21.0,313.0
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4.0,M6,Z,12.1,9.0,10.7,26.0,249.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4.0,M6,X,10.7,7.9,9.5,30.0,222.0
CHRYSLER,200 FFV,MID-SIZE,3.6,6.0,A9,X,12.4,7.5,10.2,28.0,239.0
ALFA ROMEO,STELVIO AWD QUADRIFOGLIO,SUV - SMALL,2.9,6.0,A8,Z,13.9,10.3,12.3,23.0,288.0
MERCEDES-BENZ,AMG GT C COUPE,TWO-SEATER,4.0,8.0,AM7,Z,15.3,11.4,13.5,21.0,315.0
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,2.7,4.0,A8,X,12.5,10.8,11.7,24.0,275.0
KIA,STINGER AWD,MID-SIZE,2.0,4.0,AS8,Z,11.1,8.1,9.7,29.0,229.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4.0,AV7,X,7.9,6.6,7.3,39.0,170.0
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3.0,AV,X,6.9,5.7,6.4,44.0,149.0
LEXUS,RX 450H AWD,SUV - STANDARD,3.5,6.0,AV6,Z,7.7,8.2,8.0,35.0,186.0
HONDA,PILOT,SUV - SMALL,3.5,6.0,A6,X,12.4,8.8,10.8,26.0,254.0
SCION,IQ,MINICOMPACT,1.3,4.0,AV,X,6.5,6.3,6.4,44.0,147.0
INFINITI,Q70 AWD,MID-SIZE,5.6,8.0,AS7,Z,15.0,10.2,12.9,22.0,297.0
KIA,SORENTO AWD,SUV - SMALL,3.3,6.0,AS6,X,13.4,9.4,11.6,24.0,275.0
TOYOTA,PRIUS,MID-SIZE,1.8,4.0,AV,X,4.4,4.6,4.5,63.0,105.0
JEEP,PATRIOT,SUV - SMALL,2.0,4.0,M5,X,10.3,7.9,9.3,30.0,216.0
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,X,16.0,11.1,13.8,20.0,317.0
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,E,19.4,14.8,17.3,16.0,277.0
HONDA,CIVIC COUPE,COMPACT,2.0,4.0,AV,X,7.8,6.1,7.1,40.0,164.0
KIA,TELLURIDE AWD,SUV - SMALL,3.8,6.0,AS8,X,12.5,9.6,11.2,25.0,264.0
DODGE,CHALLENGER GT AWD FFV,MID-SIZE,3.6,6.0,A8,X,12.8,8.7,11.0,26.0,258.0
VOLKSWAGEN,GOLF R,COMPACT,2.0,4.0,AM7,Z,10.2,7.9,9.2,31.0,213.0
CHEVROLET,SONIC RS,COMPACT,1.4,4.0,M6,X,8.9,7.0,8.0,35.0,189.0
LEXUS,IS 200T,COMPACT,2.0,4.0,AS8,Z,10.6,7.3,9.1,31.0,214.0
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8.0,AS8,Z,16.1,10.8,13.7,21.0,321.0
AUDI,A4,COMPACT,2.0,4.0,AV8,Z,9.9,7.4,8.8,32.0,202.0
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,11.8,9.2,10.6,27.0,249.0
FORD,RANGER 4WD,PICKUP TRUCK - STANDARD,2.3,4.0,AS10,X,11.8,9.8,10.9,26.0,256.0
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4.0,A6,E,15.6,11.0,13.6,21.0,223.0
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3.0,6.0,A9,Z,12.4,8.7,10.7,26.0,235.0
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8.0,AS7,Z,15.3,10.2,13.0,22.0,305.0
CHRYSLER,200 FFV,MID-SIZE,2.4,4.0,A9,X,10.2,6.4,8.5,33.0,196.0
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6.0,AS8,Z,14.7,9.6,12.5,23.0,288.0
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,E,18.8,12.6,16.0,18.0,256.0
BMW,428I COUPE,COMPACT,2.0,4.0,M6,Z,10.7,6.9,9.0,31.0,207.0
MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3.0,6.0,AS7,Z,11.8,8.4,10.2,28.0,239.0
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,12.8,9.5,11.3,25.0,264.0
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8.0,AS7,Z,13.4,9.6,11.7,24.0,269.0
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4.0,AS8,Z,10.2,7.4,8.9,32.0,207.0
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.9,10.9,13.1,22.0,307.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,X,14.2,10.3,12.5,23.0,288.0
LEXUS,RX 450H AWD,SUV - SMALL,3.5,6.0,AV6,Z,8.0,8.5,8.2,34.0,189.0
AUDI,S7 QUATTRO,MID-SIZE,4.0,8.0,AM7,Z,13.4,8.8,11.4,25.0,265.0
NISSAN,SENTRA (TURBO),MID-SIZE,1.6,4.0,AV7,Z,8.9,7.3,8.2,34.0,193.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4.0,M6,X,8.6,6.4,7.6,37.0,178.0
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4.0,AM7,X,10.3,7.7,9.2,31.0,213.0
CHRYSLER,VOYAGER (STOP-START),MINIVAN,3.6,6.0,A9,X,12.4,8.4,10.6,27.0,249.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,M6,X,8.8,6.5,7.8,36.0,184.0
GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8.0,A10,Z,17.2,11.4,14.6,19.0,343.0
HONDA,ACCORD,MID-SIZE,2.4,4.0,AV7,X,9.0,6.7,8.0,35.0,184.0
BMW,ACTIVEHYBRID 3,COMPACT,3.0,6.0,A8,Z,9.2,7.1,8.3,34.0,191.0
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,AS6,X,9.5,7.8,8.7,32.0,206.0
BMW,X6 XDRIVE50I,SUV - STANDARD,4.4,8.0,A8,Z,16.4,11.3,14.1,20.0,324.0
CADILLAC,ATS,COMPACT,2.0,4.0,M6,Z,12.0,8.2,10.3,27.0,240.0
BMW,330I XDRIVE,COMPACT,2.0,4.0,AS8,Z,9.5,6.9,8.3,34.0,194.0
MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2.0,4.0,AS7,Z,10.0,7.5,8.9,32.0,206.0
AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2.0,4.0,AM7,Z,10.0,7.0,8.7,32.0,203.0
GMC,TERRAIN AWD,SUV - SMALL,2.4,4.0,A6,X,11.5,8.2,10.0,28.0,235.0
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4.0,AS8,X,11.3,8.8,10.2,28.0,237.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6.0,AM7,Z,8.0,7.5,7.7,37.0,180.0
NISSAN,ALTIMA,MID-SIZE,2.5,4.0,AV,X,8.7,6.3,7.6,37.0,179.0
FORD,TAURUS AWD,FULL-SIZE,3.5,6.0,AS6,X,13.9,9.5,11.9,24.0,274.0
DODGE,AVENGER FFV,MID-SIZE,3.6,6.0,A6,X,12.5,8.1,10.5,27.0,242.0
MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4.0,A9,Z,10.9,7.7,9.5,30.0,221.0
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6.0,AS6,X,14.3,9.7,12.2,23.0,287.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,20.3,15.2,18.0,16.0,288.0
CHEVROLET,MALIBU,MID-SIZE,2.0,4.0,AS6,Z,11.4,7.9,9.8,29.0,225.0
AUDI,A6 QUATTRO,MID-SIZE,3.0,6.0,AS8,Z,11.6,7.9,9.9,29.0,232.0
SUBARU,BRZ,MINICOMPACT,2.0,4.0,M6,Z,10.9,7.9,9.6,29.0,224.0
SCION,TC,COMPACT,2.5,4.0,M6,X,10.2,7.7,9.0,31.0,207.0
MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8.0,AS7,Z,18.7,13.9,16.5,17.0,380.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,X,16.8,13.1,14.9,19.0,354.0
